Level	Material#	H	Drawing#	Name CN	Name EN	Desc	Mtype ID	Mtype Desc	Qty	Unit	Purchasing Type ID
.1…….	3523000007	→	PF4300-00A	总装配图	Main assembly				1	ea	A
..2……	2529005020	→	Assmebly in SOP	提升臂组装					1	ea	A
…3…..	2523000046	→	SXJ(B)-C-02	钢丝绳轮	Wheel				1	ea	B
…3…..	1402011006	→		无油润滑轴承	Bushing	JHIG20X23X15			1	ea	B
…3…..	2523000359	→	PF4300-C-08	提升板	Lifting plate				1	ea	B
….4….	2529005021	→	PF4300-C-08-01	提升板-件1	Lifting plate-1				1	ea	N
….4….	2529005022	→	PF4300-C-08-02	提升板-件2	Lifting plate-2				1	ea	N
….4….	2529005023	→	PF4300-C-08-03	提升板-件3	Lifting plate-3				1	ea	N
….4….	2529005024	→	PF4300-C-08-04	提升板-件4	Lifting plate-4				2	ea	N
….4….	2529005025	→	PF4300-C-08-05	提升板-件5	Lifting plate-5				1	ea	N
….4….	2529005026	→	PF4300-C-08-06	提升板-件6	Lifting plate-6				1	ea	N
….4….	2523000045	→	SXJ(B)-C-01	套	Bushing				1	ea	N
….4….	2523000714		PF4300-C-12	套	Bushing				1	ea	N
…3…..	1409016001	→		铜油嘴	Copper oil nipple	M10X1			1	ea	B
…3…..	2523000047	→	SXJ(B)-C-03	轮轴	Wheel shaft				1	ea	B
…3…..	1401015026	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X16不锈钢 GB/T 70.1-2008			1	ea	B
…3…..	1401010005	→		平垫	Washer	D6不锈钢 GB/T 95-2002			1	ea	B
…3…..	1401011005	→		弹垫	Spring washer	D6不锈钢 GB/T 94.1-2008			1	ea	B
…3…..	2523000048	→	SXJ(B)-C-04	隔套	Spacer bushing				1	ea	B
…3…..	2523000049	→	SXJ(B)-C-05	挡圈	Retainer ring				1	ea	B
…3…..	1401015026	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X16不锈钢 GB/T 70.1-2008			1	ea	B
…3…..	1401011005	→		弹垫	Spring washer	D6不锈钢 GB/T 94.1-2008			1	ea	B
…3…..	1401015029	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X35不锈钢 GB/T 70.1-2008			2	ea	B
…3…..	1401011005	→		弹垫	Spring washer	D6不锈钢 GB/T 94.1-2008			2	ea	B
…3…..	1401010005	→		平垫	Washer	D6不锈钢 GB/T 95-2002			2	ea	B
..2……	2529005027	→	Assmebly in SOP	驱动箱体组装					1	ea	A
…3…..	2529000203	→	SXJ(B)-A-28A	箱体	Trunk				1	ea	B
….4….	2529005028	→	SXJ(B)-A-28-01	箱体-件1	Trunk-1				1	ea	N
….4….	2529005029	→	SXJ(B)-A-28-02	箱体-件2	Trunk-2				1	ea	N
….4….	2529005030	→	SXJ(B)-A-28-03	箱体-件3	Trunk-3				1	ea	N
….4….	2529005031	→	SXJ(B)-A-28-04A	箱体-件4	Trunk-4				1	ea	N
….4….	2529005032	→	SXJ(B)-A-28-05	箱体-件5	Trunk-5				1	ea	N
….4….	2529005033	→	SXJ(B)-A-28-06	箱体-件6	Trunk-6				2	ea	N
….4….	2529005034	→	SXJ（B)-B-06-07	支撑箱-件7	Driven Trunk-7				2	ea	N
….4….	2529005035	→	SXJ（B)-B-06-08	支撑箱-件8	Driven Trunk-8				1	ea	N
….4….	2529005036	→	SXJ（B)-B-06-09	支撑箱-件9	Driven Trunk-9				1	ea	N
….4….	2529005037	→	SXJ（B)-B-06-10A	支撑箱-件10	Driven Trunk-10				1	ea	N
….4….	2529005038	→	SXJ（B)-B-06-13	支撑箱-件13	Driven Trunk-13				1	ea	N
…3…..	2523000035	→	SXJ(B)-B-01A	上滑套A	Upper bushing A				1	ea	B
…3…..	1401015043	→		内六角圆柱头螺钉	Hexagon socket head screw	M8X10不锈钢 GB/T 70.1-2008			2	ea	B
…3…..	1401011006	→		弹垫	Spring washer	D8不锈钢 GB/T 94.1-2008			2	ea	B
…3…..	2523000021	→	SXJ（B)-A-18	丝杠轴承	Screw bearing				1	ea	B
…3…..	1401015016	→		内六角圆柱头螺钉	Hexagon socket head screw	M5X16不锈钢 GB/T 70.1-2008			4	ea	B
…3…..	1401010008	→		平垫	Washer	D5不锈钢 GB/T 95-2002			4	ea	B
…3…..	1401011003	→		弹垫	Spring washer	D5不锈钢 GB/T 94.1-2008			4	ea	B
…3…..	2523000020	→	SXJ（B)-A-17	丝杠轴承	Screw bearing				1	ea	B
…3…..	1401015016	→		内六角圆柱头螺钉	Hexagon socket head screw	M5X16不锈钢 GB/T 70.1-2008			4	ea	B
…3…..	1401010008	→		平垫	Washer	D5不锈钢 GB/T 95-2002			4	ea	B
…3…..	1401011003	→		弹垫	Spring washer	D5不锈钢 GB/T 94.1-2008			4	ea	B
…3…..	2523000026	→	SXJ（B)-A-23	轮轴	Shaft				1	ea	B
…3…..	2523000024	→	SXJ（B)-A-21	隔套	Spacer bushing				1	ea	B
…3…..	2523000046	→	SXJ(B)-C-02	钢丝绳轮	Wheel				1	ea	B
…3…..	1402011006	→		无油润滑轴承	Bushing	JHIG20X23X15			1	ea	B
…3…..	2523000024	→	SXJ（B)-A-21	隔套	Spacer bushing				1	ea	B
…3…..	2523000025	→	SXJ（B)-A-22	挡板	Plate				1	ea	B
…3…..	1401015013	→		内六角圆柱头螺钉	Hexagon socket head screw	M5X10不锈钢 GB/T 70.1-2008			2	ea	B
…3…..	1401011003	→		弹垫	Spring washer	D5不锈钢 GB/T 94.1-2008			2	ea	B
…3…..	2529000193	→	SXJ（B)-A-11A	定位柱（扭力臂）	Column(Torquer)				1	ea	B
…3…..	1401015026	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X16不锈钢 GB/T 70.1-2008			4	ea	B
…3…..	1401010005	→		平垫	Washer	D6不锈钢 GB/T 95-2002			4	ea	B
…3…..	1401011005	→		弹垫	Spring washer	D6不锈钢 GB/T 94.1-2008			4	ea	B
..2……	2529005039	→	Assmebly in SOP	夹紧箱体组装					1	ea	B
…3…..	2523000037	→	SXJ(B)-B-02	下滑套	Lower bushing				1	ea	B
…3…..	2529000204	→	SXJ(B)-B-06A	支撑箱	Driven trunk				1	ea	B
….4….	2529005040	→	SXJ(B)-B-06-01	支撑箱-件1	Driven Trunk-1				1	ea	N
….4….	2529005041	→	SXJ(B)-B-06-02	支撑箱-件2	Driven Trunk-2				1	ea	N
….4….	2529005042	→	SXJ(B)-B-06-03	支撑箱-件3	Driven Trunk-3				1	ea	N
….4….	2529005043	→	SXJ(B)-B-06-04A	支撑箱-件4	Driven Trunk-4				1	ea	N
….4….	2529005044	→	SXJ(B)-B-06-05	支撑箱-件5	Driven Trunk-5				1	ea	N
….4….	2529005045	→	SXJ(B)-B-06-06	支撑箱-件6	Driven Trunk-6				1	ea	N
….4….	2529005034	→	SXJ(B)-B-06-07	支撑箱-件7	Driven Trunk-7				2	ea	N
….4….	2529005035	→	SXJ(B)-B-06-08	支撑箱-件8	Driven Trunk-8				1	ea	N
….4….	2529005036	→	SXJ(B)-B-06-09	支撑箱-件9	Driven Trunk-9				1	ea	N
….4….	2529005037	→	SXJ（B)-B-06-10A	支撑箱-件10	Driven Trunk-10				1	ea	N
….4….	2529005050	→	SXJ(B)-B-06-11	支撑箱-件11	Driven Trunk-11				1	ea	N
….4….	2529005051	→	SXJ(B)-B-06-12	支撑箱-件12	Driven Trunk-12				2	ea	N
….4….	2529005038	→	SXJ(B)-B-06-13	支撑箱-件13	Driven Trunk-13				1	ea	N
…3…..	1401015006	→		内六角圆柱头螺钉	Hexagon socket head screw	M12X20不锈钢 GB/T 70.1-2008			3	ea	B
…3…..	1401011008	→		弹簧垫圈		D12不锈钢 GB/T 94.1-2008			3	ea	B
…3…..	1401010002	→		平垫圈		D12不锈钢 GB/T 95-2002			3	ea	B
…3…..	1409016001	→		铜油嘴	Copper oil nipple	M10X1			1	ea	B
…3…..	2523000042	→	SXJ(B)-B-05	夹紧丝母	Clamping nuts				1	ea	B
…3…..	1401015027	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X20不锈钢 GB/T 70.1-2008			6	ea	B
…3…..	1401011005	→		弹垫	Spring washer	D6不锈钢 GB/T 94.1-2008			6	ea	B
…3…..	1401010005	→		平垫	Washer	D6不锈钢 GB/T 95-2002			6	ea	B
…3…..	2523000036	→	SXJ(B)-B-01B	上滑套B	Upper bushing B				1	ea	B
…3…..	1401015043	→		内六角圆柱头螺钉	Hexagon socket head screw	M8X10不锈钢 GB/T 70.1-2008			1	ea	B
…3…..	1401011006	→		弹垫	Spring washer	D8不锈钢 GB/T 94.1-2008			1	ea	B
…3…..	1401015043	→		内六角圆柱头螺钉	Hexagon socket head screw	M8X10不锈钢 GB/T 70.1-2008			1	ea	B
…3…..	1401011006	→		弹垫	Spring washer	D8不锈钢 GB/T 94.1-2008			1	ea	B
…3…..	1409016001	→		铜油嘴	Copper oil nipple	M10X1			1	ea	B
…3…..	2529005053	→	Assmebly in SOP	钢丝绳调节组件					2	ea	A
….4….	2523000569	→	SXJ(B)-E-04-00	可调螺栓组件	Adjustable screw component				2	ea	B
…..5…	2523000069	→	SXJ(B)-E-04	可调螺栓	Adjustable screw				2	ea	N
…..5…	2523000072	→	SXJ(B)-E-07	焊母	Nut				2	ea	N
…..5…	2523000073	→	SXJ(B)-E-08	铰座	Hinged supporter				2	ea	N
….4….	2523000074	→	SXJ(B)-E-09	吊环	Hinged ring				2	ea	B
….4….	2523000075	→	SXJ(B)-E-10	销轴	Pin				2	ea	B
….4….	1401069004	→		开口销	Pin	￠2.5X25			2	ea	B
….4….	1401010004	→		平垫	Washer	D4不锈钢 GB/T 95-2002			2	ea	B
….4….	2523000070	→	SXJ(B)-E-05	钢丝绳可调接头	Adjustable screw				2	ea	B
….4….	2523000056	→	SXJ(B)-D-02	撞块	Block				1	ea	B
….4….	2523000071	→	SXJ(B)-E-06	销轴	Pin				1	ea	B
….4….	1401069004	→		开口销	Pin	￠2.5X25			2	ea	B
….4….	1401015028	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X30不锈钢 GB/T 70.1-2008			1	ea	B
….4….	1401010005	→		平垫	Washer	D6不锈钢 GB/T 95-2002			2	ea	B
….4….	1401019003	→		六角螺母	Nut	M6不锈钢 GB/T 41-2016			2	ea	B
….4….	1403006009	→	SXJ(B)-D-04	拉簧	Pull spring				1	ea	B
….4….	1401015028	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X30不锈钢 GB/T 70.1-2008			1	ea	B
….4….	1401010005	→		平垫	Washer	D6不锈钢 GB/T 95-2002			2	ea	B
….4….	1401019003	→		六角螺母	Nut	M6不锈钢 GB/T 41-2016			2	ea	B
..2……	2529005057	→	Assmebly in SOP	放线架组装					1	ea	A
…3…..	2529000249	→	PF4300-K-00B	送线机架	Wire feeding bracket				1	ea	B
….4….	2529005058	→	PF4300-K-01	后上板	Back upper plate				1	ea	N
….4….	2529005059	→	PF4300-K-02A	后下板	Back lower plate				1	ea	N
….4….	2529005060	→	PF4300-K-02-01A	后下板-件1	Back lower plate-1				1	ea	N
….4….	2529005061	→	PF4300-K-02-02A	后下板-件2	Back lower plate-2				1	ea	N
….4….	2529005062	→	PF4300-K-02-03A	后下板-件3	Back lower plate-3				1	ea	N
….4….	2529005063	→	PF4300-K-02-04A	后下板-件4	Back lower plate-4				1	ea	N
….4….	2529005064	→	PF4300-K-03	焊母	Nut				1	ea	N
….4….	2529005065	→	PF4300-K-04A	储线架-方管1	Wire feeding bracket-1				1	ea	N
….4….	2529005066	→	PF4300-K-05A	储线架-方管2	Wire feeding bracket-2				1	ea	N
….4….	2529005067	→	PF4300-K-06A	储线架-方管3	Wire feeding bracket-3				1	ea	N
….4….	2529005068	→	PF4300-K-07	拼焊件（双螺纹）	Screw holder(drill 2 sides)				4	ea	N
….4….	2529005069	→	PF4300-L-01	拼焊件	Screw holder				4	ea	N
….4….	2529005070	→	PF4300-L-02	拼焊件	Screw holder				18	ea	N
….4….	2529005071	→	PF4300-K-08B	送线机架-方管焊接	Wire feeding bracket-profie welding				1	ea	N
…3…..	2523000514	→	PF4300-Z-12	过线管护套					5	ea	B
…3…..	2523000675	→	PF4300-PACK-01A	送线机构装箱固定板1					1	ea	B
…3…..	1401054039	→		内六角圆柱头螺钉	Hexagon socket head screw	M16X25			1	ea	B
…3…..	2523000504	→	PF4300-PACK-02	送线机构装箱固定板2					1	ea	B
…3…..	1401038061	→		内六角圆柱头螺钉	Hexagon socket head screw	M8X35			4	ea	B
…3…..	1401019005	→		六角螺母	Hexagon nut	M8不锈钢 GB/T 41-2016			4	ea	B
…3…..	1401055013	→		平垫	Washer	D8不锈钢 GB/T 95-2002			4	ea	B
…3…..	1401011006	→		弹垫	Spring washer	8不锈钢 GB/T 94.1-2008			4	ea	B
…3…..	2523000640	→	PF4300-S-00A	输送逆止机构	Feeding count-reverse assembly				1	ea	A
….4….	2523000290	→	SXJ(B)-S-07-02	镶套	Bushing				1	ea	B
….4….	1403003011	→		孔用挡圈	Retainer ring	D35			2	ea	B
….4….	2523000136	→	SXJ(B)-J-附图	单向轴承键槽示意	One derection bearing				1	ea	B
….4….	1103004069	→		标准平键	Standard Key	A4*4*10			1	ea	B
….4….	2523000644	→	PF4300-S-04-01A	下轮	Lower wheel				1	ea	B
….4….	1401015060	→		内六角圆柱头螺钉	Hexagon socket head screw	M4*12不锈钢 GB/T 70.1-2008			3	ea	B
….4….	1409038104	→		手柄	Handle	M8*63			1	ea	B
….4….	2523000648	→	PF4300-S-09A	摆动杆					1	ea	B
….4….	2523000646	→	PF4300-S-07-01A	上轮					1	ea	B
….4….	2523000647	→	PF4300-S-08A	上轮轴					1	ea	B
….4….	1401015014	→		内六角圆柱头螺钉	Hexagon socket head screw	M5*12不锈钢 GB/T 70.1-2008			2	ea	B
….4….	1401024014	→		大平垫		D6*25			1	ea	B
….4….	1401015021	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X10不锈钢 GB/T 70.1-2008			1	ea	B
….4….	1401036007	→		弹垫	Spring washer	6不锈钢 GB/T 94.1-2008			1	ea	B
….4….	1403006010	→	SXJ(B)-J-13	外购弹簧					1	ea	B
….4….	2529000186	→	PF4300-S-01A	输送逆止机构-基座	Feeding count-reverse frame				1	ea	B
…..5…	2529005072	→	PF4300-S-01-01A	逆止机构固定钣金座	Feeding count-reverse frame				1	ea	N
…..5…	2529005073	→	PF4300-S-01-02A	基座-件4	Frame-4				1	ea	N
…..5…	2529005074	→	PF4300-S-01-03	焊圈	Frame-ring				1	ea	N
….4….	2523000645	→	PF4300-S-05A	下轮轴					1	ea	B
….4….	1401015013	→		内六角圆柱头螺钉	Hexagon socket head screw	M5X10不锈钢 GB/T 70.1-2008			4	ea	B
….4….	1401011003	→		弹簧垫圈	Spring washer	D5不锈钢 GB/T 94.1-2008			4	ea	B
….4….	2523000649	→	PF4300-S-10A	安装轴					1	ea	B
….4….	1401015020	→		内六角圆柱头螺钉	Hexagon socket head screw	M5X8不锈钢 GB/T 70.1-2008			4	ea	B
….4….	1401024014	→		大平垫圈	Big washer	D6*25			1	ea	B
….4….	1401015021	→		内六角圆柱头螺钉	Hexagon socket head screw	M6*10不锈钢 GB/T 70.1-2008			1	ea	B
….4….	1401036007	→		弹垫	Spring washer	D6不锈钢 GB/T 94.1-2008			1	ea	B
….4….	1502000003	→		弹簧销	Spring pin	PMXSB8			1	ea	B
….4….	1103004071	→		标准平键	Standard Key	A4*4*10			1	ea	B
….4….	1402002003	→		深沟球轴承	Bearing	6202 GB/T 276-1994			1	ea	B
….4….	1401024014	→		大平垫圈	Big washer	D6*25			1	ea	B
….4….	1401015026	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X16不锈钢 GB/T 70.1-2008			1	ea	B
….4….	1401011005	→		弹垫	Spring washer	D6不锈钢 GB/T 94.1-2008			1	ea	B
….4….	2523000642	→	PF4300-S-02A	护罩	Cover				1	ea	B
….4….	1401015065	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X45不锈钢 GB/T 70.1-2008			4	ea	B
….4….	1401011005	→		弹垫	Spring washer	D6不锈钢 GB/T 94.1-2008			4	ea	B
….4….	1401010005	→		平垫	Washer	D6不锈钢 GB/T 95-2002			4	ea	B
….4….	1902000011	→		标签（防夹手）					1	ea	B
…3…..	1401015027	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X20不锈钢 GB/T 70.1-2008			4	ea	B
…3…..	1401036007	→		弹簧垫圈		6不锈钢 GB/T 94.1-2008			4	ea	B
…3…..	1401024013	→		大平垫		D6X18			4	ea	B
…3…..	2523000406	→	PF4300-R-00	摆杆定位机构装配图	Swing limit assembly				2	ea	A
….4….	2523000407	→	PF4300-R-03	定位轴	Buffer shaft				2	ea	B
….4….	2523000163	→	SXJ（B）-R-02	套	Buffer				2	ea	B
….4….	2523000162	→	SXJ（B）-R-01	挡垫	Washer				2	ea	B
….4….	1401009006	→		内六角沉头螺钉	Hexagon socket countersunk head screw	M8X20			2	ea	B
…3…..	1401015034	→		内六角圆柱头螺钉	Hexagon socket head screw	M8 X 20不锈钢 GB/T 70.1-2008			4	ea	B
…3…..	2523000360	→	PF4300-G-00	气缸及安装组件装配	Cylinder assembly				1	ea	A
….4….	1503010077	→		铝合金迷你气缸	Cylinder	MAL32*350-S-CA			1	ea	B
….4….	1503013008	→		快速排气阀	Air release valve	ASV310F-01-06S			2	ea	B
….4….	1702001250	→		螺栓防松标记漆		红色			0.01	ea	B
….4….	2529000183	→	PF4300-G-07	气缸轴架	Cylinder joint bracket				2	ea	B
….4….	1403001002	→		轴用挡圈	Shaft clamping ring	10			2	ea	B
….4….	2523000093	→	SXJ(B)-G-08	下小轴	Lower pin shaft				1	ea	B
….4….	2523000089	→	SXJ(B)-G-04	气缸上接头	Cylinder joint				1	ea	B
…3…..	1401015023	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X12不锈钢 GB/T 70.1-2008			4	ea	B
…3…..	1401036007	→		弹簧垫圈		6不锈钢 GB/T 94.1-2008			4	ea	B
…3…..	1401055012	→		平垫圈		D6不锈钢 GB/T 95-2002			4	ea	B
…3…..	1401019003	→		六角螺母		M6不锈钢 GB/T 41-2016			4	ea	B
…3…..	2523000366	→	PF4300-I-00	随动摆轮组装配图	Swing roller assembly				1	ea	A
….4….	2529000199	→	PF4350-I-20-00	摆动支撑架-组焊	Swing bracket				1	ea	B
…..5…	2529005075	→	PF4350-I-20-01	摆动支撑架-件1	Swing bracket-1				1	ea	N
…..5…	2529005076	→	PF4350-I-20-02	摆动支撑架-件2	Swing bracket-2				2	ea	N
…..5…	2529005077	→	PF4350-I-20-03	摆动支撑架-件3	Swing bracket-3				2	ea	N
…..5…	2529005078	→	PF4350-I-20-04	摆动支撑架-件4	Swing bracket-4				1	ea	N
….4….	1401015026	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X16不锈钢 GB/T 70.1-2008			4	ea	B
….4….	1401036007	→		弹垫	Spring washer	D6不锈钢 GB/T 94.1-2008			4	ea	B
….4….	1401055012	→		平垫	Washer	D6不锈钢 GB/T 95-2002			6	ea	B
….4….	2529000200	→	PF4350-I-21	摆动轴法兰	Swing shaft flange				1	ea	B
….4….	1402002004	→		深沟球轴承	Bearing	6205-2RZ			2	ea	B
….4….	2523000102	→	SXJ(B)-I-01	轮轴	Shaft				1	ea	B
….4….	2529000185	→	PF4300-I-11A	摆动轴	Swing frame				1	ea	B
….4….	1401015007	→		内六角圆柱头螺钉	Hexagon socket head screw	M4X10不锈钢 GB/T 70.1-2008			4	ea	B
….4….	2529000198	→	PF4350-I-19	摆动臂轴	Swing frame shaft				1	ea	B
….4….	1401015020	→		内六角圆柱头螺钉	Hexagon socket head screw	M5X8不锈钢 GB/T 70.1-2008			4	ea	B
….4….	2529000252	→	PF4350-I-24	隔环	Bushing				1	ea	B
….4….	2529000202	→	PF4350-I-23	摆动轴隔垫	Bushing				1	ea	B
….4….	1402002004	→		深沟球轴承	Bearing	6205-2RZ			1	ea	B
….4….	1401015008	→		内六角圆柱头螺钉	Hexagon socket head screw	M4X16不锈钢 GB/T 70.1-2008			4	ea	B
….4….	1401010004	→		弹垫	Spring washer	D4不锈钢 GB/T 95-2002			4	ea	B
….4….	2529000267	→	PF4350-I-25	摆动轴挡片	Swing shaft ring				1	ea	B
….4….	2529000196	→	SXJ(B)-I-09A	支撑柱	Column				2	ea	B
….4….	1401019003	→		六角螺母	Nut	M6不锈钢 GB/T 41-2016			2	ea	B
….4….	1401055012	→		平垫	Washer	D6不锈钢 GB/T 95-2002			2	ea	B
….4….	2529000195	→	SXJ(B)-I-07A	支撑柱	Column				2	ea	B
….4….	1401019003	→		六角螺母	Nut	M6不锈钢 GB/T 41-2016			2	ea	B
….4….	1401055012	→		平垫	Washer	D6不锈钢 GB/T 95-2002			2	ea	B
….4….	1409038260	→		球型握柄	Handle	25-M6 			1	ea	B
….4….	2529000184	→	PF4300-I-05A	护线柱	Wire contain column				1	ea	B
….4….	2523000423	→	PF4300-U-07	护线柱端盖					1	ea	B
….4….	1401008001	→		内六角平圆头螺钉		M4X12			1	ea	B
….4….	2532000132	→	PF3200-03-07-01	PF3200护绳器	Wire contain block				1	ea	B
….4….	1401044005	→		柱塞	Plug	M8X20			1	ea	B
….4….	1401019005	→		六角螺母	Hexagon nut	M8不锈钢 GB/T 41-2016			1	ea	B
….4….	2529100010	→	PF3200-03-08-05	35注塑轮外顶圈	Bushing				2	ea	B
….4….	2529000031	→		35轮组件-注塑	280-35				1	ea	B
….4….	2529100079	→		35轮轮体	280-35 Body 				1	ea	N
….4….	2529100080	→		35轮端盖	280-35 End Cover				1	ea	N
….4….	1402002003	→		深沟球轴承	6202 GB/T 276-1994				2	ea	N
….4….	1401015027	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X20不锈钢 GB/T 70.1-2008			1	ea	B
…3…..	1401015027	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X20不锈钢 GB/T 70.1-2008			8	ea	B
…3…..	1401036007	→		弹垫	Spring washer	D6不锈钢 GB/T 94.1-2008			8	ea	B
…3…..	1401024013	→		大平垫		D6X18			8	ea	B
…3…..	1401039032	→		内六角平头螺钉	Hexagon flat head screw	M8X40			2	ea	B
…3…..	2523000088	→	SXJ(B)-G-03	上销轴	Upper pin shaft				1	ea	B
…3…..	2523000361	→	PF4300-G-01	上夹板	Upper plate				1	ea	B
…3…..	2523000362	→	PF4300-G-02	下夹板	Lower plate				1	ea	B
…3…..	1403001002	→		轴用挡圈	Shaft clamping ring	10			2	ea	B
…3…..	2529005079	→	Assmebly in SOP	上转向机构组装					1	ea	A
….4….	2529000187	→	PF4300-U-06A	护线柱					1	ea	B
….4….	1409038260	→		球型握柄	Handle	25-M6 			1	ea	B
….4….	2532000132	→	PF3200-03-07-01	PF3200护绳器	Wire contain block				1	ea	B
….4….	2523000423	→	PF4300-U-07	护线柱端盖					1	ea	B
….4….	1401008001	→		内六角平圆头螺钉	Hexagon socket head screw	M4X12不锈钢 GB/T 70.1-2008			1	ea	B
….4….	1401044005	→		柱塞	Plug	M8*20			1	ea	B
….4….	1401019005	→		六角螺母	Nut	M8不锈钢 GB/T 41-2016			1	ea	B
….4….	1401015027	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X20不锈钢 GB/T 70.1-2008			1	ea	B
….4….	2523000416	→	PF4300-U-01	轮轴					1	ea	B
….4….	2523000723	→	PF4350-U-09	35注塑轮隔套					2	ea	B
….4….	2529000031	→		35轮组件-注塑		280-35			1	ea	B
…..5…	2529100079	→		35轮轮体		280-35 Body 			1	ea	N
…..5…	2529100080	→		35轮端盖		280-35 End Cover			1	ea	N
…..5…	1402002003	→		深沟球轴承		6202 GB/T 276-1994			2	ea	N
….4….	2523000651	→	PF4300-U-04A	上转向轮组-基座					1	ea	B
…..5…	2529005080	→	PF4300-U-04-01A	基座-件1					1	ea	N
…..5…	2529005081	→	PF4300-U-04-02A	基座-件2					1	ea	N
…..5…	2529005082	→	PF4300-U-04-03A	基座-件3					1	ea	N
…..5…	2529005083	→	PF4300-U-04-04A	基座-件4					1	ea	N
…..5…	2529005084	→	PF4300-U-04-05	基座-件5					1	ea	N
…..5…	2529005085	→	PF4300-U-04-06	基座-件6					1	ea	N
…..5…	2529005086	→	PF4300-U-04-07	基座-件7					1	ea	N
….4….	1401015012	→		内六角圆柱头螺钉	Hexagon socket head screw	M4X8不锈钢 GB/T 70.1-2008			3	ea	B
…3…..	1401015027	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X20不锈钢 GB/T 70.1-2008			4	ea	B
…3…..	1401036007	→		弹垫	Spring washer	D6不锈钢 GB/T 94.1-2008			4	ea	B
…3…..	1401024013	→		大平垫		D6X18			4	ea	B
…3…..	1401015034	→		内六角圆柱头螺钉	Hexagon socket head screw	M8X20不锈钢 GB/T 70.1-2008			4	ea	B
…3…..	1401011006	→		弹垫	Spring washer	D8不锈钢 GB/T 94.1-2008			4	ea	B
…3…..	1401010006	→		平垫圈	Washer	D8不锈钢 GB/T 95-2002			4	ea	B
…3…..	2902001029	→	见图纸	PCB板		角度传感器			1	ea	B
….4….	1501056001	→		角度传感器		WDS36-5K-60⁰ 上海江晶翔			1	ea	P
…3…..	2529000256	→	SXJ(B)-I-08A	传感器安装板	Sensor plate				1	ea	B
…3…..	1401015057	→		内六角圆柱头螺钉		M3*6不锈钢 GB/T 70.1-2008			3	ea	B
…3…..	1501056007	→		角度传感器联轴器		HRL6*6 D=15  L=20 上海江晶翔			1	ea	B
…3…..	1401015014	→		内六角圆柱头螺钉		M5*12不锈钢 GB/T 70.1-2008			2	ea	B
…3…..	1401010008	→		平垫圈		Ø5不锈钢 GB/T 95-2002			2	ea	B
…3…..	1401011003	→		弹簧垫圈		Ø5不锈钢 GB/T 94.1-2008			2	ea	B
…3…..	2902001031	→	见图纸	4X50摆杆PCB		75*30			1	ea	B
…3…..	1401015057	→		内六角圆柱头螺钉		M3*6不锈钢 GB/T 70.1-2008			4	ea	B
…3…..	2902001048	→	见图纸	角度传感器连接线		200mm			1	ea	B
…3…..	2523000682	→	PF4300-Z-02A	摆杆接近开关安装板					1	ea	B
…3…..	1501056038	→		接近传感器（M30）		E2E-X10D2-MIG-Z Omron			1	ea	B
…3…..	1401015014	→		内六角圆柱头螺钉		M5*12不锈钢 GB/T 70.1-2008			2	ea	B
…3…..	1401010008	→		平垫圈		Ø5不锈钢 GB/T 95-2002			2	ea	B
…3…..	1401011003	→		弹簧垫圈		Ø5不锈钢 GB/T 94.1-2008			2	ea	B
…3…..	2523000682	→	PF4300-Z-02A	摆杆接近开关安装板					1	ea	B
…3…..	1501056035	→		接近传感器（M30）		E2E-X10D1-MIG-Z Omron			1	ea	B
…3…..	1401015014	→		内六角圆柱头螺钉		M5*12不锈钢 GB/T 70.1-2008			2	ea	B
…3…..	1401010008	→		平垫圈		Ø5不锈钢 GB/T 95-2002			2	ea	B
…3…..	1401011003	→		弹簧垫圈		Ø5不锈钢 GB/T 94.1-2008			2	ea	B
…3…..	2902001047	→	见图纸	摆臂上位线缆		带M12连接器			1	ea	B
…3…..	1501004001	→	见图纸	防水护口		M16			1	ea	B
…3…..	1406001009	→		方堵		40*40			1	ea	B
…3…..	2902001055	→	见图纸	摆臂下位线缆		1420mm			1	ea	B
…3…..	1501004001	→	见图纸	防水护口		M16			1	ea	B
…3…..	2902001006	→	见图纸	 Wire harness 6#		15通VGA线缆700mm			1	ea	B
…3…..	1503009003	→		气管		Ø6蓝色 亚德客			1350	mm	B
…3…..	1503009016	→		气管		Ø6透明 亚德客			1550	mm	B
…3…..	1501027012	→	见图纸	尼龙扎带		黑 4*200			10	ea	B
…3…..	2529000194	→	SXJ(B)-I-06A	小电气盒	Small eletric box				1	ea	B
