code,parent,qty,item,procumenttype,pfep,level,Name,Spec
2902001002,2529100022,2,21,B,,3,Wire harness 2#,16通线缆 BUTTON-L-1 1400mm
2902001024,2529100022,5,22,B,,3,Wire harness 24#,PLC 9pin <-> PCB 10Pin
2902001025,2529100022,1,23,B,,3,CanOpen通讯线,250mm注塑
2902001026,2529100022,1,24,B,,3,终端电阻,120欧姆 RJ45注塑
1501026005,2529100022,0.01,25,B,,3,针形压接端子,0.5
1501006008,2529100022,0.1,26,B,,3,热缩管,Φ4.0
1501027005,2529100022,0.02,27,B,,3,尼龙扎带,3*150
1501159007,2529100022,1,28,B,,3,MainPCB,PF3200
2532000076,2532000229,1,3,B,,2,机箱右侧板,PF3200-01-08
2532000265,2532000229,1,4,A,,2,机箱左侧板组件,PF3200-01-09-00
2532000077,2532000265,1,1,B,,3,机箱左侧板,PF3200-01-09-01
1401008029,2532000265,4,2,B,,3,内六角平圆头螺钉,4*10不锈钢
1501002025,2532000265,1,3,B,,3,三合一过滤网,120*120 
2529100002,2532000229,1,5,B,,2,机电隔离板,PF3200-01-21
2529100016,2532000229,1,6,B,,2,上盖板组焊-PCB,PF3200-01-21-00
2529100045,2529100016,1,1,N,,3,机箱上盖板-PCB,PF3200-01-21-01
2529100046,2529100016,3,2,N,,3,上盖板固定卡,PF3200-01-10-02
2532000183,2532000229,2,7,B,,2,出入线嘴,PF3200-01-11
2532000318,2532000229,1,8,B,,2,井字轮组件安装架-DM,PF3200-01-24-01
2532000319,2532000229,1,9,A,,2,40井字轮组件-DM,PF3200-01-24-02-00
2532000320,2532000319,1,1,B,,3,井字轮安装架-DM,PF3200-01-24-02-01
2532000321,2532000319,2,2,B,,3,井字轮短固定片-DM,PF3200-01-24-02-02
2532000322,2532000319,2,3,B,,3,井字轮长固定片-DM,PF3200-01-24-02-03
1409038303,2532000319,2,4,B,,3,辊筒,1.100.SBC.ABA-120W
1409038304,2532000319,2,5,B,,3,辊筒,1.100.SDC.ACB-90W
1401015011,2532000319,8,6,B,,3,内六角圆柱头螺钉,4*6不锈钢
2532000208,2532000229,2,10,B,,2,机箱包装固定板,PF3200
1401010008,2532000229,10,11,B,,2,平垫圈,Φ5不锈钢
1401011003,2532000229,10,12,B,,2,弹簧垫圈,Φ5 不锈钢
1401019008,2532000229,4,13,B,,2,六角螺母,M5不锈钢
1401024024,2532000229,6,14,B,,2,特大平垫圈,5*14
1401008024,2532000229,6,15,B,,2,内六角平圆头螺钉,5*10不锈钢
1401015014,2532000229,4,16,B,,2,内六角圆柱头螺钉,5*12不锈钢
1401015013,2532000229,3,17,B,,2,内六角圆柱头螺钉,5*10不锈钢
1401008029,2532000229,3,18,B,,2,内六角平圆头螺钉,4*10不锈钢
1401009018,2532000229,2,19,B,,2,内六角沉头螺钉,4*12不锈钢全螺纹
1401011002,2532000229,4,20,B,,2,弹簧垫圈,Φ4 不锈钢
1401015012,2532000229,4,21,B,,2,内六角圆柱头螺钉,4*8不锈钢
1503004062,2532000229,1,22,B,,2,隔板弯头,PLM8
1503001015,2532000229,1,23,B,,2,T型减径三通,8-6-6 APEW8-6
1503007004,2532000229,1,24,B,,2,减径直通,6-4 APG6-4
1503002023,2532000229,1,25,B,,2,Y型减径三通,PYW6-4
1401015077,2532000229,2,26,B,,2,内六角圆柱头螺钉,3*25  不锈钢
1401015021,2532000229,2,27,B,,2,内六角圆柱头螺钉,6*10不锈钢
1401009011,2532000229,4,28,B,,2,内六角沉头螺钉,6*16不锈钢全螺纹
2529100075,2532000229,1,29,M,,2,铭牌,40x60;PreFeeder 3200
1702001557,2529100075,1,1,B,,3,哑银标签纸,40x60mm
1401019003,2532000229,10,30,B,,2,六角螺母,M6 不锈钢
1401045003,2532000229,10,31,B,,2,锯齿垫,6
1902000009,2532000229,18,32,B,,2,标签,11x11 Ground
1902000010,2532000229,1,33,B,,2,标签,21x21 Ground
2902001017,2532000229,5,34,B,,2,Wire harness 17#,Ground wire（2）200双O型
2902001018,2532000229,1,35,B,,2,Wire harness 18#,Ground wire（3）200单O单簧型
1503009024,2532000229,1,36,B,,2,气管,4 黑色
1503009025,2532000229,2,37,B,,2,气管,6 黑色
1503009026,2532000229,1,38,B,,2,气管,8 黑色
2532000270,2532000228,1,2,A,,1,立柱总装配,PF3200-02-00
2532000271,2532000270,1,1,A,,2,机箱立柱预装配,PF3200-02-01-00
2532000097,2532000271,1,1,B,,3,机箱立柱组焊,PF3200-02-01-01-00
2529100047,2532000097,1,1,N,,4,机箱立柱,PF3200-02-01-01-01
2529100048,2532000097,1,2,N,,4,机箱底座组焊,PF3200-02-01-01-02-00
2529100049,2529100048,1,1,N,,5,机箱底座,PF3200-02-01-01-02-01
2529100050,2529100048,2,2,N,,5,立柱底板横加强条,PF3200-02-01-01-02-02
2529100051,2529100048,3,3,N,,5,立柱底板竖加强条,PF3200-02-01-01-02-03
2529100052,2529100048,4,4,N,,5,地脚螺母,PF3200-02-01-01-02-04
2529100053,2532000097,1,3,N,,4,机箱立柱顶板,PF3200-02-01-01-03
2529100054,2532000097,2,4,N,,4,机箱立柱上安装板,PF3200-02-01-01-04
2529100055,2532000097,2,5,N,,4,机箱立柱下安装板,PF3200-02-01-01-05
2529100056,2532000097,1,6,N,,4,立柱加强板上,PF3200-02-01-01-06
2529100057,2532000097,1,7,N,,4,立柱加强板下,PF3200-02-01-01-07
2532000220,2532000271,2,2,B,,3,悬臂下支撑条,PF3200-02-01-02
2532000311,2532000271,1,3,B,,3,电源插座安装板,PF3200-02-01-04
2532000273,2532000271,1,4,A,,3,配重箱箱体装配,PF3200-02-04-00
2532000221,2532000273,1,1,B,,4,配重箱箱体组焊,PF3200-02-04-01-00
2529100058,2532000221,1,1,N,,5,配重箱箱体,PF3200-02-04-01-01
2529100059,2532000221,1,2,N,,5,配重箱前面板,PF3200-02-04-01-02
2532000222,2532000273,1,2,B,,4,配重箱上盖板,PF3200-02-04-02
1409028007,2532000273,1,3,B,,4,拉手,LS522-3
1401008024,2532000273,4,4,B,,4,内六角平圆头螺钉,5*10不锈钢
1401009004,2532000273,2,5,B,,4,内六角沉头螺钉,5*16不锈钢全螺纹
1503003056,2532000271,2,5,B,,3,内螺纹穿壁直通,BPMF601
1503004071,2532000271,2,6,B,,3,单向弯头,ASPL6-01
1503004062,2532000271,1,7,B,,3,隔板弯头,PLM8
1503003023,2532000271,1,8,B,,3,隔板直通,φ8 APM8
1503001034,2532000271,1,9,B,,3,万向五通,PHK8-6
1503025011,2532000271,1,10,B,,3,管堵头,PP6
1503004070,2532000271,2,11,B,,3,插管弯头,APLJ6
1503009025,2532000271,2,12,B,,3,气管,6 黑色
1503009026,2532000271,2,13,B,,3,气管,8 黑色
1501118008,2532000271,1,14,B,,3,品字座(孔),250V16A
1401015026,2532000271,6,15,B,,3,内六角圆柱头螺钉,6*16不锈钢
1401010005,2532000271,6,16,B,,3,平垫圈,Φ6不锈钢
1401011005,2532000271,6,17,B,,3,弹簧垫圈,Φ6不锈钢
1401009002,2532000271,4,18,B,,3,内六角沉头螺钉,4*10不锈钢全螺纹
1401008024,2532000271,4,19,B,,3,内六角平圆头螺钉,5*10不锈钢
1401008032,2532000271,2,20,B,,3,内六角平圆头螺钉,3*6不锈钢
2529100085,2532000270,1,2,A,,2,变压器端子排组件,PF3200-02-05-00
2532000309,2529100085,1,1,B,,3,变压器端子转接板,PF3200-02-01-03
1501009002,2529100085,0.3,2,B,,3,铁卡轨(35*7.5),wago210-112
1501011043,2529100085,8,3,B,,3,端子排,wago281-901
1501011046,2529100085,1,4,B,,3,端子排端板,wago281-329
1501011047,2529100085,2,5,B,,3,终端挡块,wago249-116
1501011052,2529100085,2,6,B,,3,相邻跨接器,wago280-402
1501011053,2529100085,1,7,B,,3,WMB标记,wago793-501
1401008036,2529100085,3,8,B,,3,内六角平圆头螺钉,4*6不锈钢
2529100038,2529100085,1,9,B,,3,变压端子短接线,双绝缘端子*100（蓝）
2902001044,2529100085,1,10,B,,3,变压端子短接线,双绝缘端子*100（红）
2529100086,2532000270,1,3,A,,2,立柱后固定板组件,PF3200-02-06-00
2532000104,2529100086,1,1,B,,3,后固定板,PF3200-02-02
2532000272,2529100086,1,2,A,,3,气源过滤装配,PF3200-02-03-00
1503017024,2532000272,1,1,B,,4,过滤减压阀,AW20-02BCE-R-B
1503015007,2532000272,1,2,B,,4,手滑阀,HSV08
1503003008,2532000272,2,3,B,,4,螺纹直通,1/4-8APC8-02
2529100075,2529100086,1,3,M,,3,铭牌,40x60;PreFeeder 3200
1902000008,2529100086,1,4,B,,3,标签,60x30 Warning HV
1902000001,2529100086,1,5,B,,3,标签,"60x40, Pressure 4~5bar"
1902000009,2529100086,1,6,B,,3,标签,11x11 Ground
1501038042,2529100086,1,7,B,,3,双保险插座,LZ-14-F10
1501115002,2529100086,2,8,B,,3,保险管,8A
1401009001,2529100086,2,9,B,,3,内六角沉头螺钉,3*10不锈钢全螺纹
1401010008,2529100086,2,10,B,,3,平垫圈,Φ5不锈钢
1401011003,2529100086,2,11,B,,3,弹簧垫圈,Φ5 不锈钢
1401015014,2529100086,2,12,B,,3,内六角圆柱头螺钉,5*12不锈钢
2902001016,2529100086,1,13,B,,3,Wire harness 16#,Ground wire（1）700双O型
2902001011,2529100086,1,14,B,,3,Wire harness 11#,Power splice pieces-Terminal 3G1.5 700mm
1401045003,2529100086,1,15,B,,3,锯齿垫,6
1401019003,2529100086,1,16,B,,3,六角螺母,M6 不锈钢
2529100039,2529100086,1,17,B,,3,带保险插座短接线,双插簧*100（蓝）
2902001045,2529100086,1,18,B,,3,带保险插座短接线,双插簧*100（红）
1501096015,2532000270,1,4,B,,2,滤波器,ZYH-AEK-10A
1803028069,2532000270,4,5,B,,2,螺丝保护套,14*8 红色
2902001012,2532000270,1,6,B,,2,Wire harness 12#,Filter output-Power 3G1.5 500
2902001013,2532000270,1,7,B,,2,Wire harness 13#,Filter input-Terminal 1.5*3 300
1501006017,2532000270,0.2,8,B,,2,热缩管,Φ18 黑
1401010004,2532000270,2,9,B,,2,平垫圈,Φ4不锈钢
1401011002,2532000270,2,10,B,,2,弹簧垫圈,Φ4 不锈钢
1401019006,2532000270,2,11,B,,2,六角螺母,M4不锈钢
1501161009,2532000270,1,12,B,,2,变压器,JBK5-1KVA 110/220V
2902001014,2532000270,1,13,B,,2,Wire harness 14#,Transformer output-Terminal 1.5*3 300
2902001015,2532000270,1,14,B,,2,Wire harness 15#,Transformer input-Terminal 1.5*2 300
1401015023,2532000270,4,15,B,,2,内六角圆柱头螺钉,6*12不锈钢
1401010005,2532000270,4,16,B,,2,平垫圈,Φ6不锈钢
1401011005,2532000270,4,17,B,,2,弹簧垫圈,Φ6不锈钢
1401015013,2532000270,2,18,B,,2,内六角圆柱头螺钉,5*10不锈钢
1401010008,2532000270,2,19,B,,2,平垫圈,Φ5不锈钢
1401011003,2532000270,2,20,B,,2,弹簧垫圈,Φ5 不锈钢
1401015021,2532000270,6,21,B,,2,内六角圆柱头螺钉,6*10不锈钢
1401045003,2532000270,6,22,B,,2,锯齿垫,6
2902001018,2532000270,1,23,B,,2,Wire harness 18#,Ground wire（3）200单O单簧型
2902001017,2532000270,2,24,B,,2,Wire harness 17#,Ground wire（2）200双O型
1401019003,2532000270,1,25,B,,2,六角螺母,M6 不锈钢
1902000009,2532000270,9,26,B,,2,标签,11x11 Ground
1902000006,2532000270,1,27,B,,2,标签,"60x40, HVT pin wiring"
1401008007,2532000270,6,28,B,,2,内六角平圆头螺钉,5*12不锈钢
1401078026,2532000228,4,3,B,,1,万向地脚,M14*100*80 不锈钢
1401019001,2532000228,4,4,B,,1,六角螺母,M14不锈钢
1401015026,2532000228,4,5,B,,1,内六角圆柱头螺钉,6*16不锈钢
1401010005,2532000228,4,6,B,,1,平垫圈,Φ6不锈钢
1401011005,2532000228,4,7,B,,1,弹簧垫圈,Φ6不锈钢
2529100025,2532000228,1,8,B,,1,附件包-整机连接件,
2902001021,2529100025,1,1,N,,2,Wire harness 21#,Ground wire（6）6000单O型
1503009005,2529100025,1,2,P,,2,气管,8
1502016020,2529100025,1,3,N,,2,ESC 封端,ESC 25针
1501125026,2529100025,1,4,N,,2,DB15通讯线,DB15M-DB15M（6米）
1902000037,2532000228,1,9,B,,1,产品说明书,PF3200
1902000038,2532000228,1,10,M,,1,标签,Clamping pressure regulation
1702001557,1902000038,1,1,B,,2,哑银标签纸,40x60mm
1401015007,2532000228,2,11,B,,1,内六角圆柱头螺钉,4*10不锈钢
1401009002,2532000228,5,12,B,,1,内六角沉头螺钉,4*10不锈钢全螺纹
1401015018,2532000228,3,13,B,,1,内六角圆柱头螺钉,5*25不锈钢
1401019006,2532000228,4,14,B,,1,六角螺母,M4不锈钢
1401008034,2532000228,4,15,B,,1,内六角平圆头螺钉,3*8不锈钢
1401015060,2532000228,2,16,B,,1,内六角圆柱头螺钉,4*12不锈钢
1401010004,2532000228,2,17,B,,1,平垫圈,Φ4不锈钢
